phase,-,-,time_sonar,-,h_sonar,-,-,time_pose,-,x,y,z,-,quat_x,quat_y,quat_z,quat_w,-,-,time_vel,-,x_dot,y_dot,z_dot,-,ang_x_dot,ang_y_dot,ang_z_dot,-,-,time_imu,x_dot2,y_dot2,z_dot2,-,-,in_x_dot,in_y_dot,in_z_dot
0,,,1518875845390070720,,0.07999999821186066,,,1518875845497790272,,0.015824103727936748,0.004661651793867346,-0.02772007510066032,,0.00879007543798913,-0.012480107428463946,-0.011820758014456367,-0.9998136095216137,,,1518875845497790272,,0.004114910960197453,-0.006050694733858109,-0.04906158521771431,,-0.0029959219973534346,-0.0033223014324903492,-0.001869423314929008,,,1518875845510790272,-0.26183363795280457,-0.17351061105728027,9.8879976272583,,,0,0,0.5
0,,,1518875845501790272,,0.09000000357627869,,,1518875845565348288,,0.01583519205451012,0.004287412390112873,-0.02789700403809547,,0.00874092282836619,-0.012521051939339391,-0.011725126815185116,-0.9998146631928266,,,1518875845565348288,,0.0036870967596769376,-0.006989863701164723,-0.049173686653375626,,0.007481624372303486,-0.0017925121355801825,-0.004412684123963118,,,1518875845552790272,-0.28116557002067566,-0.28634506464004394,9.7587251663208,,,0,0,0.5
0,,,1518875845501790272,,0.09000000357627869,,,1518875845601348288,,0.015770783647894863,0.004113254137337204,-0.02773482725024223,,0.008750503333868323,-0.012481364096021304,-0.01176520846811896,-0.9998146210459781,,,1518875845601348288,,0.0025770012289285703,-0.0073431539349257955,-0.049063343554735184,,-0.0033366424031555653,-0.0025018637534230943,0.005081058945506811,,,1518875845613348288,-0.25612473487854004,-0.18937936425208923,10.022375106811523,,,0,0,0.5
0,,,1518875845614348288,,0.09000000357627869,,,1518875845675130239,,0.015577482059597973,0.0038173131179064478,-0.02775096148252487,,0.008778272838680937,-0.012362773401023775,-0.011686899623585711,-0.9998168126821005,,,1518875845675130239,,0.0015368554741144224,-0.007165220100432634,-0.04824142903089523,,-0.0018686811672523618,-0.0029136894736439,-0.008698881603777409,,,1518875845665130239,-0.18326711654663086,-0.20562879741191742,9.878649711608887,,,0,0,0.5
0,,,1518875845614348288,,0.09000000357627869,,,1518875845708130239,,0.015523007139563564,0.003674757201224562,-0.028157511726021763,,0.008736068367525595,-0.01231740989186364,-0.011717540382453095,-0.9998173605911312,,,1518875845708130239,,0.0006875518010929271,-0.0066365087404847145,-0.04902748391032219,,0.00922734197229147,0.00036341138184070544,-0.003502725623548031,,,1518875845697130239,-0.27680790424346924,-0.12793937325477478,9.889747619628906,,,0,0,0.5
0,,,1518875845736130239,,0.09000000357627869,,,1518875845782901312,,0.015204117633402351,0.0033036584500223364,-0.02831950224936008,,0.008775372279395528,-0.012301053621918872,-0.011677753757458886,-0.9998176977659192,,,1518875845782901312,,-0.0016903914511203725,-0.009587443433701992,-0.05064292997121811,,0.00041938485810533166,-0.0017942578997462981,0.004438132978975773,,,1518875845769901312,-0.2771574854850769,-0.2730853259563434,9.776246070861816,,,0,0,0.5
0,,,1518875845736130239,,0.09000000357627869,,,1518875845817901312,,0.015027923509478573,0.003109434619545933,-0.028439063578844067,,0.008699771863787493,-0.012247512142422482,-0.01174885549089677,-0.9998181613812529,,,1518875845817901312,,-0.0008931518532335713,-0.0067710368894040585,-0.04956056550145149,,0.003072247840464115,-0.013896297663450241,0.006480292882770302,,,1518875845809901312,-0.26864221692085266,-0.1303913593292224,9.972164154052734,,,0,0,0.5
0,,,1518875845798901312,,0.09000000357627869,,,1518875845852901312,,0.014848354272544387,0.002971699927002188,-0.02869234792888164,,0.008688170779098742,-0.012165024339077709,-0.01181515248360443,-0.9998185407028894,,,1518875845852901312,,-0.0020364297088235573,-0.00724620372056961,-0.05069303140044212,,0.0010213842615485191,-0.00888652354478836,-0.002986432053148745,,,1518875845871152320,-0.23482146859169006,-0.25028213858604303,10.223413467407227,,,0,0,0.5
0,,,1518875845798901312,,0.09000000357627869,,,1518875845915152320,,0.014587843790650371,0.002620014362037179,-0.027663128450512883,,0.0073016858246072285,-0.011100664784304673,-0.012028668418160526,-0.9998393612460539,,,1518875845915152320,,0.00041590776527300087,-0.009227508679032326,0.015031212940812111,,0.09446389973163605,-0.07584274560213089,0.0038788572419434877,,,1518875845915152320,-0.19826307892799377,-0.2003127038478837,11.786177635192871,,,0,0,0.5
0,,,1518875845917152320,,0.09000000357627869,,,1518875845953152320,,0.0145857771858573,0.002355673350393769,-0.023820504546165463,,0.0058524196819000705,-0.009001241356468462,-0.012051975625387068,-0.9998697491238303,,,1518875845953152320,,0.003506029257550821,-0.00862942636013031,0.10717181861400604,,0.059358708560466766,-0.13989590108394623,0.0011327578686177902,,,1518875845973953536,-0.24557077884674072,-0.3271909952163681,12.702242851257324,,,0,0,0.5
0,,,1518875845917152320,,0.09000000357627869,,,1518875846018953536,,0.014531195163726808,0.001882740994915363,-0.008279532194137572,,0.004115410295486864,-0.0047137163379172,-0.012214578166942047,-0.9999058268261556,,,1518875846018953536,,-0.0014744288055226584,-0.01202204916626215,0.2871078848838806,,0.06507474929094315,-0.15922214090824127,0.005185979884117861,,,1518875846011953536,-0.32183510065078735,-0.15786890685558164,12.696463584899902,,,0,0,0.5
0,,,1518875846050953536,,0.03999999910593033,,,1518875846058953536,,0.014202179387211798,0.0013854738790541855,0.007626699749380352,,0.002939719469941014,-0.0008836905031859487,-0.012294067123233665,-0.9999197352861642,,,1518875846058953536,,-0.009810522198677113,-0.01724334619939327,0.3893852233886719,,0.02507309801876545,-0.15729856491088867,0.0024216296151280594,,,1518875846076725248,-0.08904731273651123,-0.07888659089803557,11.278814315795898,,,0,0,0.5
0,,,1518875846050953536,,0.03999999910593033,,,1518875846119725248,,0.013244479894638058,0.00048790455912239557,0.033161770552396774,,0.0028788254850696067,0.0022647768950167873,-0.012338532048412676,-0.999917248622102,,,1518875846119725248,,-0.02369020506739622,-0.0212799347937107,0.43362516164779663,,-0.011066947132349014,-0.0882343128323555,-0.0030987570062279593,,,1518875846115725248,-0.290910005569458,-0.04370512068271515,9.985840797424316,,,0,0,0.5
0,,,1518875846117571008,,0.07000000029802322,,,1518875846160571008,,0.012082211673259728,-0.0003032503591384765,0.05070687085390091,,0.0029834680221724175,0.0036001996460278537,-0.01236108061236596,-0.9999127389093114,,,1518875846160571008,,-0.033857583999633845,-0.02478124946355819,0.4166511595249176,,0.006292768754065037,-0.036799442023038864,0.0121204573661089,,,1518875846158725248,-0.07780122756958008,-0.1353063881397236,9.268049240112305,,,0,0,0.5
0,,,1518875846117571008,,0.07000000029802322,,,1518875846191571008,,0.010810302570462218,-0.001071495702490213,0.06460362672805786,,0.002876454621943289,0.0038791794321710172,-0.012362134283578796,-0.9999119381191897,,,1518875846191571008,,-0.0435986109077931,-0.027925850823521604,0.40232449769973755,,0.008511018939316273,-0.028274167329072952,0.0028446447104215657,,,1518875846217571008,-0.09296101331710815,-0.2829549908637989,9.707791328430176,,,0,0,0.5
0,,,1518875846262312896,,0.09000000357627869,,,1518875846267312896,,0.00728748273104428,-0.0030872379429638403,0.0932365357875824,,0.0031595713846856006,0.0036500251235018263,-0.01222258606815918,-0.9999136661399787,,,1518875846267312896,,-0.06023136898875242,-0.03612626716494559,0.38896268606185913,,-0.02714463695883751,0.04129588603973389,-0.010859018191695219,,,1518875846263312896,-0.1882089227437973,-0.1605784147977817,9.719697952270508,,,0,0,0.5
0,,,1518875846262312896,,0.09000000357627869,,,1518875846295312896,,0.0055058011785149436,-0.004062981344759465,0.10445188730955124,,0.0036099486154469347,0.003065030200052188,-0.012153549530298291,-0.999914930545434,,,1518875846295312896,,-0.0671245008707047,-0.03848176077008246,0.3883270025253296,,-0.03437725827097893,0.04610312357544899,-0.014918847940862184,,,1518875846324312896,-0.08791553974151611,-0.15353561937808868,9.948065757751465,,,0,0,0.5
0,,,1518875846328873792,,0.14000000059604645,,,1518875846368873792,,0.00044396164594216373,-0.006666493136435747,0.13169731199741364,,0.004950504288727893,0.0001845640130795524,-0.01201328481845404,-0.9999156048950102,,,1518875846368873792,,-0.07779078185558325,-0.041368711739778505,0.39431288838386536,,-0.044761862605810165,0.10234042257070541,-0.0023116862867027647,,,1518875846368873792,-0.12695477902889252,-0.23238605260848877,9.945968627929688,,,0,0,0.5
0,,,1518875846328873792,,0.14000000059604645,,,1518875846398873792,,-0.002078119432553668,-0.007871510460972786,0.14306461811065674,,0.005320844859962198,-0.0006163797141339212,-0.01197400395564191,-0.9999140033147668,,,1518875846398873792,,-0.08265229314565664,-0.04057068005204199,0.3955509662628174,,-0.039553411304950714,0.11071162670850754,-0.005716858897358193,,,1518875846425873792,-0.11351745575666428,-0.20373195409774658,9.860639572143555,,,0,0,0.5
0,,,1518875846450690176,,0.1599999964237213,,,1518875846470690176,,-0.0033314730972051837,-0.008050237782299519,0.16298478841781616,,0.006604653999944476,-0.004352233890018803,-0.011906189676387902,-0.999897861071787,,,1518875846470690176,,-0.08178185671567922,-0.03717765212059019,0.39387965202331543,,-0.01811682991683483,0.10980222374200821,0.0014362774090841278,,,1518875846470690176,-0.11819323152303696,-0.12551325559615967,9.931374549865723,,,0,0,0.5
0,,,1518875846450690176,,0.1599999964237213,,,1518875846505690176,,-0.003089467529207491,-0.007486929651349782,0.17513641715049744,,0.006751387347536455,-0.0056593988872031325,-0.011864000681028497,-0.9998908225480858,,,1518875846505690176,,-0.07901388406753546,-0.033759400248527506,0.39382630586624146,,-0.0008682676125317812,0.11391814053058624,-0.01511947158724071,,,1518875846505690176,-0.12924151122570038,-0.18677565455436584,9.938502311706543,,,0,0,0.5
