time_sonar,h_sonar,-,time_pose,x,y,z,-,x_dot,y_dot,z_dot,-,x_dot2,y_dot2,z_dot2,-,quat_x,quat_y,quat_z,quat_w,-,time_imu,ang_x_dot,ang_y_dot,ang_z_dot
1517702498095260480,0.09000000357627869,,1517702498151731776,0.010314780287444598,0.007125634700059888,-0.040121231228113174,,-0.007292365655302995,-0.006574303377419708,-0.061293378472328186,,-0.25028324127197266,-0.12124636024236558,9.822888374328613,,0.008718985229080142,-0.012790546955888268,-0.016639154323615735,-0.9997417912917512,,1517702498163731776,0.004109812900424004,0.008523592725396156,0.0053760870359838
1517702498095260480,0.09000000357627869,,1517702498184731776,0.01039096340537072,0.007381759118288753,-0.03978889808058739,,-0.007527843583375209,-0.005016469396650789,-0.061641011387109756,,-0.2757043242454529,-0.26351815462112305,9.868267059326172,,0.008630631440530513,-0.01279055173033595,-0.016676285697153903,-0.9997419177322968,,1517702498202731776,-6.398838013410568e-05,-0.005143824499100448,-0.0059548942372202865
1517702503137257600,0.09000000357627869,,1517702503211257600,0.04822712391614913,-0.05606207996606828,-0.03665099292993545,,0.03571184352040291,-0.03937769308686257,-0.06329796463251114,,-0.21529985964298248,-0.0986219048500049,9.809945106506348,,0.007810902895862962,-0.014728441434353588,-0.016101992739344484,-0.999731381020169,,1517702503229446848,-0.012757755815982819,-0.0020653849933296438,0.0028504538349807267
1517702503205446848,0.10999999940395355,,1517702503275446848,0.050056815147399895,-0.0581779219210148,-0.037075463682413094,,0.034360095858573914,-0.03897961601614953,-0.06466753780841827,,-0.2599687874317169,-0.21924731135368228,9.82542610168457,,0.00787431941489268,-0.014749305441455496,-0.016055294031194378,-0.999731296726472,,1517702503291446848,-0.009766168892383575,0.008031574077904224,-0.0014067336451262246
1517702503205446848,0.10999999940395355,,1517702503336571072,0.051050987094640725,-0.05937226861715318,-0.037575468420982354,,0.03318142518401146,-0.04043249785900117,-0.0660916268825531,,-0.17649276554584503,-0.0988744944334018,9.928580284118652,,0.007863333575410513,-0.014822860911730117,-0.016003790582314048,-0.9997311281390779,,1517702503350571072,-0.005632628221064806,0.0020128283649683,0.0016368841752409933
1517702503369571072,0.09000000357627869,,1517702503369571072,0.05174799263477325,-0.06024153530597688,-0.03738445788621902,,0.03341247886419296,-0.039755593985319145,-0.06770728528499603,,-0.2853385806083679,-0.18316084146499512,9.989984512329102,,0.007858587115869228,-0.014789893844388249,-0.01601129272134899,-0.9997315496075632,,1517702503392571072,0.00352720869705081,-0.0028184864204376936,-0.0005654257256537673
1517702503369571072,0.09000000357627869,,1517702503452615460,0.05351073294878005,-0.06250593066215517,-0.03736967220902442,,0.033900950103998184,-0.04293652996420861,-0.06628014147281647,,-0.18670852482318878,-0.1556447148323047,9.867881774902344,,0.007831463643218942,-0.014783278764805561,-0.016115226849776898,-0.9997302009084107,,1517702503452615460,-0.0005405715201050043,-0.010478375479578972,-0.006208331324160098
1517702503470615460,0.10999999940395355,,1517702503492615460,0.054471645504236214,-0.06377137452363969,-0.03775173053145408,,0.03343293443322182,-0.04431723430752755,-0.06665406376123428,,-0.17310680449008942,-0.12284912168979524,9.829536437988281,,0.007801007935358266,-0.01476264722391497,-0.01620967793728978,-0.999729231530895,,1517702503530765073,0.007497443817555904,-1.266179606318267e-05,0.0168886948376894
1517702503470615460,0.10999999940395355,,1517702503544765073,4.625610866334645e-18,-9.31126524030604e-34,-0.03777097910642624,,0.03319098427891731,-0.044959515333175666,-0.06751640141010284,,-0.312674880027771,-0.17338174581527588,9.859774589538574,,0.00778967405510363,-0.014751735470689952,-0.016237832032095,-0.9997289786498039,,1517702503557765073,-0.00459064356982708,0.001459264196455478,-0.005262255668640137
1517702503608872726,0.09000000357627869,,1517702503633872726,4.338639748708937e-18,-8.733597928953197e-34,-0.03542768210172653,,0.036392681300640085,-0.048113096505403526,0.06937355548143387,,-0.27149030566215515,-0.2034520059823973,13.768881797790527,,0.007332295796518899,-0.01255082506581754,-0.01623956005288396,-0.9997624853943701,,1517702503633872726,0.0216602124273777,-0.1707441806793213,-0.003877558279782513
1517702503608872726,0.09000000357627869,,1517702503651872726,4.023687505470634e-18,-8.099605152741774e-34,-0.03285590186715126,,0.0379885025322437,-0.04769436269998551,0.13648457825183868,,-0.2752723693847656,-0.17674110829830003,13.58218765258789,,0.007081795179213766,-0.010983828451876407,-0.016232184354394608,-0.9997828423222008,,1517702503668872726,0.027552790939807892,-0.1852918416261673,-0.0028717417735606206
1517702503608872726,0.09000000357627869,,1517702503701872726,3.154367451443016e-18,-6.3496806918062126e-34,-0.02575736492872238,,0.036825787276029545,-0.048953346908092506,0.21261832118034363,,-0.19731396436691284,-0.10071599483489847,11.670727729797363,,0.006763448425564031,-0.0081034862359074,-0.016231847179606462,-0.9998125979972495,,1517702503727436477,-0.0013777492567896843,-0.28333553671836853,-0.0022425688803195606
1517702503716436477,0.09000000357627869,,1517702503782436477,6.514734323796545e-19,-1.3114034235020517e-34,-0.005319684278219938,,0.025787526741623837,-0.04791041463613511,0.26882967352867126,,-0.15245184302330017,-0.16242766380309934,10.235023498535156,,0.006779441096622329,-0.000811565885491046,-0.016292875816250274,-0.9998439552525417,,1517702503765436477,-0.014105414971709251,-0.3085342049598694,-0.00401851534843441
1517702503716436477,0.09000000357627869,,1517702503811436477,-6.059929829823889e-19,1.2198521582046694e-34,0.004948308225721121,,0.015617123804986435,-0.04839706793427467,0.25531628727912903,,-0.3018569052219391,-0.20575451850891,9.285425186157227,,0.007016181920341544,0.005458924356492839,-0.016412741453415314,-0.9998258321076818,,1517702503807436477,-0.017404545098543167,-0.28696298599243164,0.009529057890176808
1517702503812454698,0.03999999910593033,,1517702503860454698,-1.2951923250726787e-18,2.6071971085446488e-34,0.01057604793459177,,0.008526978082954844,-0.048189274966716766,0.24181878566741943,,-0.0876280888915062,-0.09580181539058572,9.298036575317383,,0.007174949510272401,0.009069597041626238,-0.016489617305099125,-0.9997971722506946,,1517702503882454698,-0.014348631724715233,-0.26167750358581543,0.0058930935338139855
1517702503812454698,0.03999999910593033,,1517702503932359168,-3.418873328855816e-18,6.882125908963456e-34,0.027917219325900078,,-0.01708840206265453,-0.0517633631825447,0.21212124824523926,,-0.002495893742889166,-0.12416762858629109,9.656949996948242,,0.007409705727798747,0.015498589480104262,-0.01669200647164848,-0.9997131314347638,,1517702503932359168,-0.025853779166936874,-0.169781893491745,0.007996241562068483
1517702503812454698,0.03999999910593033,,1517702503932359168,-3.418873328855816e-18,6.882125908963456e-34,0.027917219325900078,,-0.01708840206265453,-0.0517633631825447,0.21212124824523926,,-0.16752982139587402,-0.16269133985042453,9.833620071411133,,0.007409705727798747,0.015498589480104262,-0.01669200647164848,-0.9997131314347638,,1517702503948359168,-0.025853779166936874,-0.169781893491745,0.007996241562068483
1517702503892359168,0.07000000029802322,,1517702504003359168,-5.5061803064245035e-18,1.1083834497884238e-33,0.04496137425303459,,-0.05358925089240078,-0.05597421154379843,0.21532316505908966,,-0.2018275260925293,-0.18364007771015045,10.059293746948242,,0.007536662572225687,0.018667099989100187,-0.016753751604716927,-0.9996569496856987,,1517702504003359168,-0.003860591910779476,-0.09980059415102005,-0.0009705309639684733
1517702503892359168,0.07000000029802322,,1517702504058334540,-6.5797306878918405e-18,1.3244870659275624e-33,0.05372757837176323,,-0.07388320565223698,-0.05688339844346045,0.22226636111736298,,-0.4095916152000427,-0.1954938471317279,10.061249732971191,,0.008181801089659402,0.019934103402511002,-0.016735333431917687,-0.9996277419196806,,1517702504071334540,-0.05387847498059273,0.00404519494622946,0.01121186837553978
1517702504007334540,0.07999999821186066,,1517702504081334540,-7.305707066433125e-18,1.4706247072927815e-33,0.059655625373125076,,-0.08940576761960987,-0.05754275247454641,0.22567026317119598,,-0.31410595774650574,-0.1613034307956683,10.114985466003418,,0.008769531977426486,0.019788145244122982,-0.016692680821224548,-0.9996263932205284,,1517702504104334540,-0.05637554079294205,0.02786862850189209,0.001509184367023405
1517702504007334540,0.07999999821186066,,1517702504131896545,-8.02199112577203e-18,1.614811303542124e-33,0.0655045285820961,,-0.10180764645338063,-0.0574764162302017,0.22902801632881165,,-0.08404417335987091,-0.15453071892261383,9.919392585754395,,0.009157326118391984,0.0193819724430287,-0.016752276465018978,-0.9996298492621063,,1517702504161896545,-0.03772130236029625,0.053915124386548996,0.00472611375153064
1517702504007334540,0.07999999821186066,,1517702504163896545,-9.190413549951149e-18,1.8500124784493016e-33,0.07504542171955109,,-0.12015394866466526,-0.056724593043327304,0.2310584336519241,,-0.07460560649633408,-0.19029383361339447,9.932113647460938,,0.009776792924543263,0.017247318530376688,-0.0168459267624102,-0.9996615436921865,,1517702504183896545,-0.037519197911024094,0.1285209357738495,0.009753286838531479
1517702504112896545,0.07999999821186066,,1517702504246731817,-1.1204230667087968e-17,2.2553899705250216e-33,0.09148948639631271,,-0.14877508580684665,-0.05513157323002812,0.2303802520036697,,-0.06974251568317413,-0.10640585422515748,9.8911714553833,,0.010319320741055968,0.012006597216657602,-0.016796277774864365,-0.9997336148031402,,1517702504255731817,-0.0061177522875368595,0.21766634285449982,-0.0007191764889285235
1517702504112896545,0.07999999821186066,,1517702504307731817,-1.2726766501274661e-17,2.5618734902080473e-33,0.10392193496227264,,-0.1656117141246796,-0.05350865423679348,0.23445890843868253,,-0.2120543271303177,-0.23034667968749878,9.927903175354004,,0.010621812871039893,0.005521255923445656,-0.01664252607149669,-0.9997899229927507,,1517702504287731817,-0.011850936338305473,0.2651887536048889,-0.0024230405688286153
1517702504308731817,0.09000000357627869,,1517702504349907072,-1.351156560839576e-17,2.719852033105893e-33,0.11033030599355698,,-0.1701636761426926,-0.053006466478109325,0.23247376084327695,,-0.10710703581571579,-0.19747465848922607,9.886001586914062,,0.010749501029142947,0.0016893721288622273,-0.01659384646146661,-0.9998031149563346,,1517702504333907072,0.005304636433720589,0.2812137305736542,-0.0009516278514638888
1517702504308731817,0.09000000357627869,,1517702504387907072,-1.4336488042850863e-17,2.885907324219842e-33,0.11706630885601044,,-0.17402127385139468,-0.051125280559062916,0.2325167655944824,,-0.11949422955513,-0.16626137495040771,9.906756401062012,,0.011064233278942555,-0.00327239919785268,-0.016474570880180783,-0.9997977201597251,,1517702504394907072,-0.02326972782611847,0.27710989117622375,0.0020497636869549413
1517702504398697194,0.10999999940395355,,1517702504434697194,-1.496191704561952e-17,3.0118049732448168e-33,0.12217332422733307,,-0.17484772205352786,-0.04843044653534885,0.23343259096145627,,-0.12108790129423141,-0.20491619408130526,9.847709655761719,,0.011642652841275143,-0.008134481867946559,-0.016416366082387224,-0.999764382002553,,1517702504448697194,-0.03417646139860153,0.2522716224193573,0.00041909271385517607
1517702504398697194,0.10999999940395355,,1517702504491697194,-1.6284213077951962e-17,3.277980607967154e-33,0.1329706907272339,,-0.168497771024704,-0.043942943215370144,0.23838116228580472,,-0.14877855777740479,-0.12523594498634213,10.105315208435059,,0.012137619585604574,-0.0145387909058125,-0.01624634569549427,-0.9996886862626275,,1517702504486697194,0.014322756789624691,0.2231328934431076,0.006738775409758063
1517702504500180500,0.12999999523162842,,1517702504549180500,-1.69376464733739e-17,3.409515487088291e-33,0.1383063793182373,,-0.16213180124759677,-0.040187802165746654,0.24094814062118527,,-0.2739940881729126,-0.19850234687328216,10.004800796508789,,0.011702931560360452,-0.018791712085806336,-0.01615164172689032,-0.9996244123186484,,1517702504581180500,0.027965327724814415,0.19609689712524414,0.007847593165934062
1517702504500180500,0.12999999523162842,,1517702504617180500,-1.8045299949452502e-17,3.6324839902362316e-33,0.14735105633735657,,-0.14763943850994113,-0.03397928178310391,0.24052067101001737,,-0.12156237661838531,-0.30767321586608765,9.984130859375,,0.011360106789667061,-0.023324997806407493,-0.016103467879042377,-0.9995336701538045,,1517702504608180500,0.027800623327493668,0.1366162896156311,0.003437938168644888
1517702504578614400,0.14000000059604645,,1517702504654614400,-1.87300297956762e-17,3.770318784393807e-33,0.15294229984283447,,-0.14763943850994113,-0.03397928178310391,0.24052067101001737,,-0.1984330415725708,-0.16536775231361267,9.982065200805664,,0.010958673204124478,-0.025463358336822686,-0.015989797828608487,-0.999487772235776,,1517702504654614400,0.027800623327493668,0.1366162896156311,0.003437938168644888
